County 1,distance,County 2
18003,147.7476681,18079
18003,148.7520646,18115
18003,151.9522445,18165
18003,152.5725095,17183
18003,152.9138597,17197
18003,153.8759814,18105
18003,154.0152564,18119
18003,156.5823605,18155
18003,159.1275017,18071
18003,159.2976579,18021
18003,160.6705102,18077
18003,161.4870032,21077
18003,167.4751827,21041
18003,167.7294567,18167
18003,170.5311696,18143
18003,171.2947547,17045
18003,171.5708191,21223
18003,172.7098258,18093
18003,174.2777556,18055
18003,180.6285999,18175
18003,183.8775397,18019
18003,185.7044521,18153
18003,187.0998727,21185
18003,188.0462407,17023
18003,188.6568891,18101
18003,191.2059246,18117
18003,196.6917091,18027
18003,196.7796785,18043
18003,202.420229,17033
18003,202.9339628,21111
18003,206.8424858,18025
18003,207.5004817,18083
18003,208.1065956,18061
18003,210.7944341,18037
18003,216.140181,17101
18003,218.6539913,18125
18003,223.8497666,18123
18003,224.0899225,21163
18003,233.4814269,18051
18003,234.528345,17185
18003,236.651818,18147
18003,237.7030732,18173
18003,239.4121004,21093
18003,240.1850309,21027
18003,242.4697818,21091
18003,250.9305219,18163
18003,255.8508969,21059
18003,258.8360847,18129
18003,264.101092,21101
18003,265.3835075,17193
18003,282.6968346,21225
18003,284.7046434,17059
18005,18.30348837,18013
18005,20.47332479,18079
18005,21.73549041,18071
18005,22.39770688,18031
18005,22.63215974,18081
18005,22.70671567,18145
18005,33.63466149,18105
18005,34.92526689,18137
18005,35.03915604,18109
18005,36.85754409,18139
18005,37.20930599,18143
18005,38.15431473,18077
18005,40.52119788,18093
18005,41.84312257,18097
18005,43.13258533,18059
18005,43.26979634,18175
18005,46.60849656,18047
18005,48.44014045,18041
18005,49.66005913,18029
18005,50.00238862,21223
18005,50.78020935,18063
18005,50.91789898,18119
18005,51.40558533,18019
18005,53.3327547,18115
18005,53.49966364,18155
18005,55.50886619,18117
18005,55.76222017,21041
18005,56.67072757,18065
18005,58.68037533,18057
18005,59.3959376,18161
18005,59.61771888,18101
18005,60.06398438,18133
18005,60.33304486,18055
18005,60.54712914,21185
18005,61.35270695,18043
18005,63.58784243,21077
18005,64.56649577,21015
18005,65.70938437,18177
18005,65.82076716,18011
18005,66.39836368,18021
18005,67.00768924,18095
18005,69.74856024,18025
18005,71.30184976,18061
18005,71.4064846,21111
18005,72.47966554,18027
18005,72.48833482,39061
18005,73.03942676,39017
18005,75.38786299,18035
18005,76.25554423,39135
18005,76.767004,18159
18005,77.89559449,18037
18005,78.27135658,18107
18005,79.62064532,18121
18005,81.25048091,18167
18005,81.49173843,18135
18005,81.72850348,18153
18005,82.006659,18023
18005,87.06982535,18123
18005,87.11219456,21163
18005,89.02136755,18067
18005,89.25862771,18083
18005,90.99239517,18125
18005,91.41961056,18053
18005,92.6795274,18009
18005,93.34198664,39037
18005,94.61948422,18165
18005,95.16207962,18045
18005,97.2923121,18075
18005,97.36834228,18157
18005,100.6529643,17033
18005,101.6391137,18015
18005,101.6694824,17023
18005,102.165143,18147
18005,102.7989317,21027
18005,103.9387754,17045
18005,104.0218979,17101
18005,104.3910233,21093
18005,105.8331999,21091
18005,106.5730413,18173
18005,108.5483124,18103
18005,109.4750289,18051
18005,109.6575315,18017
18005,111.5156106,18171
18005,111.7244125,18179
18005,113.2967989,18169
18005,113.771459,39107
18005,114.1470106,18069
18005,116.937939,17185
18005,117.9547198,18001
18005,118.3801733,18181
18005,118.5099266,17183
18005,120.4655054,21059
18005,122.5476592,18163
18005,122.6057375,18007
18005,128.9114445,18049
18005,133.1668542,21101
18005,133.455003,39161
18005,133.8430896,18131
18005,133.9539626,18129
18005,135.0193012,18183
18005,137.4129357,18003
18005,140.8262716,18073
18005,140.8563747,18085
18005,145.0889038,18111
18005,145.3109105,17193
18005,147.7203288,18099
18005,147.8734212,17075
18005,148.8753414,18149
18005,149.4653053,39125
18005,153.7515635,18113
18005,154.2368236,21225
18005,158.8871903,18033
18005,160.4231791,17059
18005,164.0371834,39039
18005,165.4778058,18039
18005,167.9018676,18141
18005,167.9169421,18091
18005,169.0788667,17091
18005,170.1720163,18087
18005,170.7570474,18127
18005,174.8253655,18089
18005,174.8811648,18151
18005,177.0491451,39171
18005,184.1438615,26021
18005,187.346005,26027
18005,187.9756307,26149
18005,189.7722483,17197
18005,192.443681,26023
18005,195.1613704,26059
18005,207.1611515,17031
18007,17.94257532,18171
18007,24.88585497,18111
18007,25.61473644,18181
18007,26.82266639,18157
18007,28.83496563,17075
18007,30.10060491,18073
18007,33.91342555,18045
18007,36.28435522,17183
18007,39.39786589,18015
18007,44.41221331,18131
18007,45.12051818,18107
18007,46.47490191,17091
18007,48.75212041,18023
18007,51.3121167,18017
18007,52.68126969,18165
18007,57.96262955,18121
18007,58.2224674,18149
18007,58.91342821,18011
18007,59.77440924,18089
18007,62.84269372,18049
18007,63.58472803,18127
18007,63.66046313,18067
18007,67.55956463,17197
18007,67.56228744,18103
18007,68.12975153,17045
18007,69.32880567,18159
18007,69.55899006,18133
18007,71.47453101,18091
18007,71.90687503,18063
18007,73.70837112,18099
18007,78.35966464,18057
18007,81.24984767,18169
18007,81.56496776,18167
18007,84.42407286,18097
18007,84.5628257,18021
18007,87.0972949,26021
18007,87.39471154,18053
18007,87.70184523,18085
18007,87.8870382,18141
18007,89.22500979,18095
18007,90.31172275,18109
18007,90.49479899,17031
18007,91.69042068,17023
18007,92.69583204,18119
18007,97.36624574,18069
18007,97.82733683,18059
18007,100.3731441,18081
18007,101.5351745,18183
18007,102.0391424,18039
18007,104.1999519,18035
18007,104.997757,18009
18007,105.0895891,18153
18007,108.4716884,18105
18007,109.0113859,18055
18007,109.9911212,18145
18007,110.5264203,18179
18007,111.463228,18065
18007,113.0838954,18113
18007,113.2262029,18013
18007,113.3065391,26027
18007,113.3131893,17033
18007,119.0974918,18139
18007,121.542519,18087
18007,121.9051625,18003
18007,122.0213182,18075
18007,122.6057375,18005
18007,125.0355688,18001
18007,125.3985534,18135
18007,129.5198903,26149
18007,129.8606046,18093
18007,130.9435014,18041
18007,131.6863297,18031
18007,132.2066733,18177
18007,132.388185,17101
18007,132.5672113,18033
18007,132.7207733,18027
18007,132.7477306,18083
18007,134.2878254,18101
18007,135.3025604,18071
18007,140.0196323,18151
18007,140.9177922,39107
18007,142.919643,18079
18007,143.4680207,18161
18007,143.9304006,39161
18007,144.9639876,18047
18007,145.6251306,39037
18007,147.3780668,39125
18007,147.7727504,26023
18007,149.0334189,18117
18007,150.7783115,18137
18007,151.9929789,17185
18007,152.7847301,18125
18007,152.9522644,18175
18007,153.2487488,39135
18007,155.6045134,39039
18007,156.2055219,18037
18007,156.8299358,39171
18007,157.0943824,18143
18007,158.9118772,18051
18007,159.83594,18029
18007,160.7218572,18077
18007,163.765803,26059
18007,166.3868828,39017
18007,166.8693609,18025
18007,169.8884494,18115
18007,170.3074364,18019
18007,172.5966431,21223
18007,172.9752263,18155
18007,173.4735535,18173
18007,175.0663935,18043
18007,176.2959096,39061
18007,177.6387406,21015
18007,177.6435954,21041
18007,178.4230567,18123
18007,179.3990146,18061
18007,179.4103037,18163
18007,180.1747834,17193
18007,180.2742288,18147
18007,180.7388383,18129
18007,181.9354655,21185
18007,182.5283023,21077
18007,189.1017875,21111
18007,191.9442201,21163
18007,193.070258,21091
18007,195.0329344,21101
18007,199.1283694,21059
18007,201.1716727,21027
18007,202.1859016,17059
18007,206.6706562,21225
18007,213.8676007,21093
18009,17.04263021,18075
18009,17.4180096,18035
18009,17.65600534,18053
18009,19.0514886,18179
18009,25.75293784,18069
18009,27.12110161,18135
18009,27.73614133,18001
18009,29.82579941,18095
18009,35.60692691,18169
18009,36.594422,39107
18009,37.72480474,18065
18009,40.14644457,18159
18009,41.54637583,18067
18009,43.10510106,18103
18009,43.89541314,39037
18009,44.75906682,18003
18009,45.32144397,18177
18009,46.79796871,18183
18009,46.85679301,39161
18009,46.93972874,18057
18009,50.79498704,18059
18009,57.48006992,18017
18009,58.02136899,18041
18009,59.23759014,18139
18009,59.33618534,39125
18009,60.26849689,18085
18009,61.80390775,18023
18009,62.14884852,39135
18009,62.36959405,18161
18009,63.4017846,18049
18009,64.11896802,18097
18009,64.31494613,18113
18009,65.65406515,18015
18009,66.33965659,18033
18009,67.04876468,18011
18009,70.070722,18145
18009,73.16553005,39039
18009,74.68884209,18047
18009,76.84533845,18099
18009,78.86215218,18081
18009,79.34430149,18063
18009,81.00158955,18087
18009,81.14937131,18031
18009,81.83459229,18131
18009,81.88217574,39017
18009,82.60535308,18151
18009,82.78196117,18157
18009,82.86815598,18039
18009,83.05935108,18181
18009,84.74248104,39171
18009,87.95831311,18107
18009,88.98946521,18149
18009,90.65689628,18109
18009,92.6795274,18005
18009,93.15820874,18029
18009,93.72488536,18141
18009,94.8858731,18137
18009,97.36536835,39061
18009,98.23748991,18133
18009,99.95022778,26149
18009,100.7937898,26023
18009,100.9093652,18013
18009,101.2284431,18073
18009,102.4847782,26059
18009,103.2858455,18079
18009,103.5920518,18045
18009,104.9701131,18091
18009,104.997757,18007
18009,105.7463211,26027
18009,107.5709188,18115
18009,108.1861189,21015
18009,108.2718659,18171
18009,110.102078,18121
18009,110.7649642,18105
18009,113.2342158,18119
18009,113.9790947,18111
18009,114.4049646,18071
18009,114.8547766,18155
18009,115.938291,18127
18009,116.8674338,18077
18009,117.3150919,26021
18009,120.7010015,18021
18009,120.7236394,18165
18009,120.8448937,21077
18009,125.123688,21041
18009,125.9812276,18143
18009,127.3255779,18089
18009,128.1015533,17183
18009,128.1430172,21223
18009,128.6927052,18093
18009,131.0693034,18167
18009,132.8772839,18055
18009,133.0191938,17075
18009,135.8754227,18175
18009,139.3579604,17045
18009,139.4799298,18019
18009,140.4658925,17091
18009,143.378532,21185
18009,145.2720151,18101
18009,146.542703,18153
18009,146.8147313,18117
18009,152.148263,18043
18009,152.6969561,17023
18009,154.0420132,17197
18009,154.207917,18027
18009,155.6289808,17031
18009,158.755325,21111
18009,162.2128268,18025
18009,163.3685681,18061
18009,164.3575127,17033
18009,166.2942993,18083
18009,166.9664848,18037
18009,175.8461777,18125
18009,176.3314776,17101
18009,179.3050005,18123
18009,179.3441091,21163
18009,191.5472395,18051
18009,192.6191344,18147
18009,193.9355232,17185
18009,194.3616272,18173
18009,194.9000492,21093
18009,195.4320487,21027
18009,197.9735776,21091
18009,208.2399558,18163
18009,211.662564,21059
18009,216.959632,18129
18009,220.9282254,21101
18009,224.6381787,17193
18009,240.1688297,21225
18009,243.156203,17059
18011,17.62820112,18023
18011,19.61652698,18063
18011,22.422823,18107
18011,23.71721082,18057
18011,25.58274318,18097
18011,28.21231481,18159
18011,32.39054733,18157
18011,33.53141774,18133
18011,35.2655509,18067
18011,37.24780047,18015
18011,39.27867838,18109
18011,40.10962414,18059
18011,40.24774839,18095
18011,40.77212652,18045
18011,43.05331358,18121
18011,43.1890154,18081
18011,48.93416725,18017
18011,51.14627903,18145
18011,52.19972871,18171
18011,52.65112678,18181
18011,53.59760001,18053
18011,54.32733636,18165
18011,54.36465026,18119
18011,54.66058042,18103
18011,56.93688805,18021
18011,57.34589839,18065
18011,57.82324449,18035
18011,58.91342821,18007
18011,60.54904045,18013
18011,60.87405592,18139
18011,61.57069299,18105
18011,65.12762968,18167
18011,65.23793563,18169
18011,65.82076716,18005
18011,67.04876468,18009
18011,67.11431155,17183
18011,69.69998944,18131
18011,69.88375846,18049
18011,72.48656998,17045
18011,72.83574211,18031
18011,73.80099625,18041
18011,74.72291391,18069
18011,74.91239161,18055
18011,75.00916916,18073
18011,77.76130389,18135
18011,78.52356868,18177
18011,79.80828204,18111
18011,81.26768198,18179
18011,81.72440882,18075
18011,81.91341683,18071
18011,83.41297497,18153
18011,83.68333726,18093
18011,85.54745328,18079
18011,85.65830123,18149
18011,86.07911664,17023
18011,86.49136243,17075
18011,86.67385958,18047
18011,87.07720521,18161
18011,88.39067388,18085
18011,88.65379307,18099
18011,90.552817,18183
18011,91.95709061,18137
18011,93.86245272,18001
18011,94.65374806,18101
18011,97.87064548,39037
18011,99.05978444,39135
18011,99.07510668,18027
18011,99.73537332,17033
18011,100.9958744,18029
18011,102.0781065,18175
18011,102.2075849,18143
18011,102.4293425,39107
18011,102.6956943,18003
18011,103.3581409,18077
18011,103.8881689,18117
18011,104.5095885,18091
18011,104.8378853,17091
18011,105.6186111,18127
18011,106.9558873,18083
18011,108.2965695,18113
18011,108.6679014,18141
18011,109.0353117,18089
18011,109.5843032,39017
18011,111.0020441,18115
18011,111.6545756,18039
18011,113.5487503,39161
18011,114.0379686,17101
18011,114.2914455,18155
18011,115.5057532,21223
18011,116.1067379,18019
18011,117.9111157,18037
18011,118.2107268,39061
18011,118.7752725,21015
18011,119.5287874,21041
18011,120.9065476,18033
18011,121.1827688,26021
18011,121.3007933,18125
18011,121.7143844,18025
18011,122.7285175,18087
18011,123.4017352,18043
18011,123.7053155,39125
18011,123.7383261,21077
18011,124.7627724,17197
18011,126.2898363,21185
18011,130.3008796,18061
18011,131.1888277,26027
18011,132.9370923,17185
18011,133.7468931,18051
18011,134.0951543,18151
18011,135.7611734,21111
18011,136.0038974,39039
18011,136.3382934,18123
18011,137.6994514,26149
18011,141.3776411,17031
18011,141.6534384,18173
18011,143.7228841,39171
18011,143.9907398,18147
18011,144.6680187,21163
18011,148.3305956,26023
18011,152.5850583,18163
18011,153.5123507,21091
18011,157.0461212,21027
18011,157.425993,26059
18011,158.6906037,18129
18011,163.6528677,21059
18011,163.7458617,17193
18011,164.9769764,21093
18011,166.928768,21101
18011,183.563028,21225
18011,183.8591541,17059
18013,15.36509388,18105
18013,18.30348837,18005
18013,22.08080971,18071
18013,22.34540968,18081
18013,22.91843687,18109
18013,27.78358867,18093
18013,33.1000821,18145
18013,33.20881357,18119
18013,35.47660344,18079
18013,40.33988279,18031
18013,41.1645382,18097
18013,41.5373752,18175
18013,42.23987544,18055
18013,42.34890061,18063
18013,44.08590686,18143
18013,45.24158153,18101
18013,46.27430208,18133
18013,46.56122941,18117
18013,48.88597164,18021
18013,50.13282754,18059
18013,50.83266454,18139
18013,51.39276661,18077
18013,52.83849572,18137
18013,56.58887238,18027
18013,57.08134226,18019
18013,60.36666205,18057
18013,60.54904045,18011
18013,61.92987369,21223
18013,62.96240476,18043
18013,63.33919134,18025
18013,63.44600412,18153
18013,63.66266425,18167
18013,64.19996433,18041
18013,64.45675909,18047
18013,64.98045704,18121
18013,66.10518394,18037
18013,67.85884534,18065
18013,67.86924771,18029
18013,68.11458072,18107
18013,69.12237599,21185
18013,69.71598903,18155
18013,69.90221197,18061
18013,70.04161675,21041
18013,70.58487596,18115
18013,72.37906253,18083
18013,72.67014198,18095
18013,76.07502149,21111
18013,76.20565623,18161
18013,76.64733806,18125
18013,77.83251933,18159
18013,77.95897341,18023
18013,79.56495933,18123
18013,79.59115614,18165
18013,79.78313954,21077
18013,80.3837029,18177
18013,82.26486633,21015
18013,82.42235147,17033
18013,83.19081152,18045
18013,83.59902134,17023
18013,84.29522704,18035
18013,84.67248029,21163
18013,86.52550743,17101
18013,87.19259339,17045
18013,89.44345846,18067
18013,89.68680952,18157
18013,90.77412665,39061
18013,91.09966302,39017
18013,91.72110707,18147
18013,93.00015867,39135
18013,93.89986415,18135
18013,93.95193835,18173
18013,94.22300957,18051
18013,96.53480254,18053
18013,97.74250026,18015
18013,97.9020382,21091
18013,98.28900308,21027
18013,100.330537,18171
18013,100.3901028,17185
18013,100.9093652,18009
18013,104.4899553,21093
18013,104.7441924,17183
18013,107.8383751,39037
18013,108.0337916,18075
18013,108.0433959,18017
18013,108.8577443,18163
18013,109.6755418,18103
18013,110.8686847,21059
18013,112.640916,18181
18013,113.2262029,18007
18013,116.4782192,18169
18013,119.2286265,18129
18013,119.6467356,18179
18013,119.8492894,18069
18013,120.6414172,21101
18013,125.9861185,39107
18013,127.5834595,18001
18013,128.3686024,18049
18013,129.545807,17193
18013,130.2273501,18131
18013,134.3914189,18073
18013,136.6991159,17075
18013,136.8610355,18111
18013,139.8363343,18183
18013,140.8191707,21225
18013,143.1535399,18085
18013,144.4116901,39161
18013,144.9822877,18003
18013,145.7574841,17059
18013,146.0437618,18149
18013,147.3441328,18099
18013,158.5939302,18113
18013,159.4470125,39125
18013,159.4508805,17091
18013,164.9709524,18091
18013,165.9807821,18033
18013,165.9938231,18127
18013,167.5522532,18039
18013,167.5787935,18141
18013,168.4658386,18089
18013,173.7255337,39039
18013,174.5883835,18087
18013,180.7857526,17197
18013,181.4023257,18151
18013,181.574622,26021
18013,185.615962,39171
18013,188.6072373,26027
18013,191.5850306,26149
18013,198.1509316,26023
18013,200.729621,17031
18013,202.7573231,26059
18015,16.035542,18017
18015,19.42398911,18181
18015,19.82182149,18023
18015,21.940964,18157
18015,24.69952614,18067
18015,30.22387673,18103
18015,32.49329987,18131
18015,32.80930045,18159
18015,35.78155551,18049
18015,37.24780047,18011
18015,39.39786589,18007
18015,41.40244499,18107
18015,41.62227786,18073
18015,44.10860709,18169
18015,45.53620426,18171
18015,46.79693555,18057
18015,47.64172225,18045
18015,48.02336746,18053
18015,48.43520867,18149
18015,50.97193208,18111
18015,52.95867177,18095
18015,53.41411552,18099
18015,56.47043619,18063
18015,58.52003981,18085
18015,59.30407023,18069
18015,59.86833424,18097
18015,65.19304546,18121
18015,65.32573105,18133
18015,65.65406515,18009
18015,66.15366235,18035
18015,67.04067648,17183
18015,67.24851529,18059
18015,67.26181818,18091
18015,67.36887907,18183
18015,67.43432674,17075
18015,69.1357187,18127
18015,69.20705607,18165
18015,71.62758136,18179
18015,72.79656143,18141
18015,74.41068822,18089
18015,76.41794421,18109
18015,76.43390533,18065
18015,77.80608599,17091
18015,79.10738514,18039
18015,79.2518735,18081
18015,82.2006231,18113
18015,82.69207816,18075
18015,83.9253285,18145
18015,83.94528649,26021
18015,85.53550987,18003
18015,86.0933856,18001
18015,87.10889246,18135
18015,87.30257037,18021
18015,88.28784156,18139
18015,88.41028603,17045
18015,88.77703092,18119
18015,91.02154729,18167
18015,94.08827538,18087
18015,94.80338349,17197
18015,96.15766814,18177
18015,96.56036509,26027
18015,97.74250026,18013
18015,97.89782483,18041
18015,98.42970481,18105
18015,99.19989075,18033
18015,101.5269625,39107
18015,101.6391137,18005
18015,104.8487327,18031
18015,105.3212241,39161
18015,106.4490079,26149
18015,106.4600901,17031
18015,107.0582118,39037
18015,108.2103559,17023
18015,108.6922469,18055
18015,109.2138285,18161
18015,109.382523,18151
18015,110.2631733,39125
18015,112.7706118,18153
18015,113.4942983,18047
18015,117.048984,39135
18015,118.8813545,18071
18015,119.8163052,39039
18015,120.5161173,18079
18015,120.6210341,26023
18015,120.6492701,18093
18015,123.40176,39171
18015,123.7456901,18137
18015,126.2544443,17033
18015,130.1274157,18029
18015,130.480804,18101
18015,132.1231917,39017
18015,133.3156101,18027
18015,133.4068858,26059
18015,138.0896344,18077
18015,138.5882763,18143
18015,138.6948874,18083
18015,139.279875,18175
18015,140.8424702,18117
18015,141.9049574,18115
18015,143.0498122,17101
18015,143.784137,39061
18015,146.4001564,18155
18015,147.8459798,21015
18015,150.3810475,21223
18015,152.6415696,18019
18015,153.0270779,21041
18015,153.6906107,18037
18015,155.231909,21077
18015,155.2447645,18125
18015,158.7455113,18025
18015,160.4713069,18043
18015,162.1295172,21185
18015,162.6504829,17185
18015,165.7719739,18051
18015,167.5444696,18061
18015,172.4554079,21111
18015,173.0092806,18123
18015,175.9503387,18173
18015,179.5151706,18147
18015,181.8980064,21163
18015,185.4312229,18163
18015,189.8169872,21091
18015,189.9363806,18129
18015,192.8993653,17193
18015,194.0653717,21027
18015,199.1170961,21059
18015,200.335377,21101
18015,202.2085981,21093
18015,213.989624,17059
18015,215.4485183,21225
18017,16.035542,18015
18017,16.32392398,18103
18017,21.02603818,18049
18017,22.55025375,18067
18017,26.64870145,18181
18017,26.75822115,18131
18017,29.94167087,18169
18017,31.60431018,18023
18017,34.43478869,18159
18017,37.86741267,18157
18017,39.62835622,18149
18017,39.72085916,18099
18017,40.23036577,18053
18017,42.55588887,18085
18017,43.85884385,18073
18017,46.12771706,18069
18017,48.93416725,18011
18017,51.3121167,18007
18017,51.72458921,18057
18017,51.78733819,18183
18017,52.48424853,18095
18017,56.57985508,18111
18017,56.83614189,18107
18017,57.48006992,18009
18017,58.5624542,18091
18017,59.79134957,18141
18017,59.80370436,18179
18017,60.32603637,18171
18017,62.04085276,18035
18017,63.63698943,18045
18017,63.84687477,18039
18017,64.17329847,18127
18017,66.19366603,18113
18017,68.06703981,18097
18017,68.54997957,18063
18017,70.93268661,18003
18017,71.28275788,18059
18017,72.65407142,18089
18017,74.26299624,18075
18017,74.27779961,18001
18017,74.53208305,26021
18017,76.07456332,18065
18017,77.38340835,17075
18017,78.11446866,18087
18017,79.65277358,18133
18017,80.93316893,18121
18017,81.8301432,18135
18017,82.05153429,17183
18017,82.40949811,26027
18017,82.98601133,17091
18017,83.55285758,18033
18017,85.24254466,18165
18017,87.96341619,18109
18017,87.98987617,18081
18017,90.01496643,18145
18017,90.89844731,26149
18017,91.16817216,18139
18017,91.58587381,39107
18017,92.8035354,39161
18017,93.39908811,18151
18017,93.99308165,18177
18017,96.18372219,39125
18017,97.19248545,17197
18017,98.6870347,18041
18017,100.8214382,39037
18017,102.2007775,18021
18017,102.4943699,18119
18017,103.3989609,17031
18017,104.4371576,17045
18017,104.6212152,26023
18017,104.9939944,39039
18017,106.6324182,18167
18017,107.8241808,39171
18017,108.0433959,18013
18017,108.6261161,18161
18017,109.6575315,18005
18017,109.7921071,18031
18017,110.4285955,18105
18017,114.2661163,39135
18017,115.1552139,18047
18017,117.4301767,26059
18017,122.7520651,18055
18017,124.1699455,17023
18017,127.4073127,18079
18017,128.0067353,18153
18017,128.1261005,18137
18017,128.3353085,18071
18017,131.1025979,39017
18017,132.430805,18093
18017,132.7061339,18029
18017,141.9359789,17033
18017,143.5118107,18101
18017,144.095334,39061
18017,144.5393292,18077
18017,145.3907669,18115
18017,146.8662324,18143
18017,147.2515115,18027
18017,149.3653773,18175
18017,150.0842807,21015
18017,150.6492803,18155
18017,152.6154469,18117
18017,153.4990625,18083
18017,156.8404197,21223
18017,158.251608,21041
18017,158.4380509,17101
18017,158.9374692,21077
18017,161.0545921,18019
18017,166.7726683,18037
18017,169.3475621,18125
18017,169.5280226,21185
18017,169.9536142,18043
18017,170.3324598,18025
18017,177.893526,18061
18017,177.955964,17185
18017,180.5530969,18051
18017,181.03575,21111
18017,185.2093957,18123
18017,189.922735,18173
18017,192.6926025,21163
18017,192.7954437,18147
18017,199.988124,18163
18017,202.4456805,21091
18017,204.9570819,18129
18017,205.6421961,21027
18017,208.3462245,17193
18017,212.3232482,21093
18017,212.4481587,21059
18017,214.7082817,21101
18017,229.2824637,17059
18017,230.3306491,21225
